student_id,login_frequency,session_duration,forum_participation,assignment_access,time_gap_avg,inactivity_days,engagement_level
22,3.0636657565376386,46.801879681172956,2.6943975700020526,3.599551105556189,4.873043609113268,11.98281202547713,Moderately Engaged
23,0.7012693320202878,12.766846560301204,0.0,0.9773146051761656,11.98129746783824,19.11335324289243,At-Risk
24,1.1572029615992427,20.831434371208815,0.8713676671508349,1.1260008064933644,15.694231514691491,5.649316395627591,At-Risk
25,3.070702792105545,77.7795125115196,8.108674068497432,12.514472212640381,1.4948226705186813,5.154174647287167,Highly Engaged
26,3.2898560992332775,37.23644033404436,0.0,6.723423862889363,1.2837741011324995,14.510536404187206,Moderately Engaged
27,2.5690494949481955,56.70490420459039,7.469170173538472,6.283830346447241,2.6947699360664727,4.453561169074991,Highly Engaged
28,2.0209406254970057,38.63032137930018,2.146180357880104,4.768324457006479,1.7610619114978456,13.910761486821333,Moderately Engaged
29,0.8282577219892897,46.81398895418548,3.6729774307917453,4.049463273865749,1.3647947758957775,9.280257652735722,Moderately Engaged
30,1.8133288505281162,55.85392552789022,2.108604173582741,5.435985600526793,3.8967174366649173,10.875914557130201,Moderately Engaged
31,0.0,22.205818321524976,0.0,0.0,7.761710079394772,44.01850825391253,At-Risk
32,3.8044161154111067,69.94059513891762,12.705675401518672,9.813212128609473,3.6889280308610872,4.639136249528151,Highly Engaged
33,8.265169067867504,71.38358087676355,7.588893358123225,8.299177449946347,1.6535251494834824,3.593702973092733,Highly Engaged
34,4.380877102405616,24.746595217553327,0.0,6.018410591074991,4.071263935109084,9.424768710707857,Moderately Engaged
35,1.00665258362486,8.235808783016394,0.0,1.0356227877432909,11.651450539360528,42.1405846728029,At-Risk
36,2.7777544390167166,49.42019368325603,1.9942951376291933,4.248102976521643,3.747785511299794,9.636716638504893,Moderately Engaged
37,4.504102695567055,112.32012516099465,7.831585041291876,9.607174092695729,2.0785191102991827,3.8281920903004485,Highly Engaged
38,0.0,24.610595809637505,0.0,2.085552597394896,19.667521644073318,19.096812049634806,At-Risk
39,4.720246929048039,63.62065842682861,10.627763519861206,9.666307829164,0.6206339057900153,3.715114859491148,Highly Engaged
40,3.204633834698447,36.25708641127246,6.295810720575695,3.88054897668823,2.086909604289768,7.404527034363733,Moderately Engaged
41,1.6304807697470522,48.33657368713215,5.221608143317388,5.847786838005009,3.079987307110797,2.3697542635208753,Moderately Engaged
42,3.0984073915242636,17.619529277887484,4.00314621983091,5.035235445323557,4.183096715105479,7.2203733467773725,Moderately Engaged
43,1.0180443447567848,16.157487376632186,0.0,2.8792816221227193,3.692623716198889,7.03792066778561,Moderately Engaged
44,5.0816550774640605,77.73050257916326,8.774451139502178,6.026473668149261,2.5602464729182426,1.1203978383411144,Highly Engaged
45,2.2470057548836895,62.77765974056753,2.086846115207705,9.05936864556182,3.4218651639273805,6.297630501357538,Moderately Engaged
46,0.9977922612047595,35.822746062542365,1.057609817340896,0.0,8.262199477077674,11.913923895622972,At-Risk
47,5.405185121507797,90.98467402029821,6.0465432542510404,7.589084720844614,1.221706329720516,4.573085392300743,Highly Engaged
48,0.0,29.075279480301397,0.7848866696151214,0.9712700764130061,4.426288923584545,24.778537386288125,At-Risk
49,0.0,19.440287006105756,0.0,2.0106906379551366,10.950941095349547,25.741566728300366,At-Risk
50,2.2554206277136486,31.516956055829198,4.731343099631916,3.405838546658049,1.9613553467808114,8.653281379163838,Moderately Engaged
51,0.903014067363621,48.59053236855476,0.0,4.546338473422648,2.651411878010473,6.629631721529979,Moderately Engaged
52,2.625343169162469,70.10086041681188,1.5430771283358942,3.318480701495652,3.0154131182408497,15.976697613926998,Moderately Engaged
53,3.783146296343814,100.27950346880868,6.316825302422082,5.561587154611773,0.6015694173575663,5.1089030452140936,Highly Engaged
54,1.0751375781436572,24.747634685126304,1.306498073452346,2.4858836466311933,11.419885516720573,26.29904513941552,At-Risk
55,3.085425680098005,79.49589175026246,11.643666656337633,6.4291452848917,0.38314613417686283,0.9423166683655262,Highly Engaged
56,0.0,9.35222368567276,0.0,1.216235293098685,9.268635487366733,17.45177745768392,At-Risk
57,2.02597693624187,25.39285878197089,0.9820223620951601,0.0,13.204327803222341,43.92428589491242,At-Risk
58,2.2227094748777354,30.059035821544512,0.0,2.2474700558386203,12.296380911924846,41.47183091236995,At-Risk
59,1.0490391060646245,15.474158730858726,3.283204057300252,3.6446168628536277,3.595476843971515,13.159216966348138,Moderately Engaged
60,2.7806722392354835,49.8469349386891,4.498201489926547,5.229524556682019,2.0070188527894635,14.037556065396393,Moderately Engaged
61,5.969516074595132,94.71793261756864,13.285496885121123,8.218688725587985,1.051842463766497,2.292067234256037,Highly Engaged
62,4.43085912895101,41.99473154648273,1.9664082438216148,6.293781028563643,3.299139482594553,12.891609891724613,Moderately Engaged
63,0.9596748734807237,11.208244282292249,0.86867124597822,0.0,12.470008396308211,34.26304811425278,At-Risk
64,1.2389779939959096,49.8591530209074,0.0,6.702965940854807,2.047957022815467,7.485034357918892,Moderately Engaged
65,1.6836089333401723,16.920998808434085,0.0,0.8964401073547376,14.471713732072558,9.778340908549207,At-Risk
66,2.3810376639727147,18.42180621631647,0.9610612972954593,1.5490571140645681,5.524786939640341,29.164162633306738,At-Risk
67,10.218747313934415,72.47705477479414,2.542263523254574,7.542502774080529,1.7949408801671827,4.1055739943327465,Highly Engaged
68,3.477481211412203,64.44749495946142,10.979106297716289,10.523999803113325,0.8108534618232631,1.8369725686598706,Highly Engaged
69,9.316999017174014,91.63461176598005,3.794387443551791,7.5542709608050504,0.44123005061471543,2.2764904155061543,Highly Engaged
70,4.733322007724762,11.455474911579051,2.7714117079066347,1.0223508050350487,5.374907068393219,7.5781007271292555,Moderately Engaged
71,10.687237181205141,53.1524344038839,3.7300503689676576,4.324600336109643,0.25117244260051264,1.2647030401394077,Highly Engaged
72,0.0,5.265325131850639,0.0,0.0,7.06343186089708,46.32216110768897,At-Risk
73,0.9467451508529914,35.31311349637156,0.9970165405763814,0.0,11.71436613409198,6.078929534575563,At-Risk
74,1.0256298157191912,17.503244991847765,0.8067328930364013,7.1058582933667545,4.495834543970056,13.164951717086911,Moderately Engaged
75,2.601672213691986,28.798607161192894,4.972320067099526,1.2355741952891708,4.089018620885495,6.231424317084574,Moderately Engaged
76,1.4435642587522084,48.53906485773597,0.0,1.7733851202940032,1.295980201308932,5.905694127822697,Moderately Engaged
77,2.9425368672251526,41.16432814565339,4.962643526130068,1.6642655215919875,1.2612600846480317,9.265476030624882,Moderately Engaged
78,1.493132832176519,34.44204990057919,0.9947517264254557,2.531240190690653,9.316247639802812,40.53400941258806,At-Risk
79,6.5596289659954765,40.516713476870876,4.812586899776335,8.694568954338287,3.1865738199648685,0.0,Highly Engaged
80,1.040057557802268,44.406716844701805,0.0,7.2180720715212665,2.672256085592519,5.748450840779964,Moderately Engaged
81,2.9822001807645053,48.49790460265932,2.790547417918176,2.265955223770716,3.4157252326976826,15.757378898955398,Moderately Engaged
82,5.05974339314569,102.52776908133897,7.775754027006369,3.7361613650354952,2.0772811603862147,0.0,Highly Engaged
83,0.9672844152439086,8.045650405154419,0.9343501495295943,1.6440994714335884,6.629111760607308,12.634221017452944,At-Risk
84,6.083737841260438,41.40480157799096,11.176653926828019,6.035415456191592,1.6992233017607912,4.381978890647689,Highly Engaged
85,0.0,6.940211305884228,1.0844618310958856,1.5402417974248035,13.568873810411954,18.72078970502484,At-Risk
86,2.0499356624639167,26.84669224003056,0.0,1.0110944446110353,8.803086706267706,29.058168598843128,At-Risk
87,2.189433888060181,42.41036610977755,0.7253776938709473,0.0,5.221296114432556,31.75325340723647,At-Risk
88,4.54040848213671,21.662429618220855,2.1630497308368026,5.812707240429103,3.998769923490507,6.103915258262863,Moderately Engaged
89,8.05471059736406,64.27993381684246,13.084379804751366,6.927426078392247,3.028381586708566,1.6604551573601913,Highly Engaged
90,0.0,12.549997776679065,1.1230723271796046,0.0,14.909396367135953,9.961297695719011,At-Risk
91,0.0,15.330105794474976,0.0,1.074243327634229,12.708138102046542,36.01843965636342,At-Risk
92,6.022177888585726,95.26838168858774,8.701383602170171,6.170748795202252,2.544813602510282,3.0215793226273977,Highly Engaged
93,4.665174789087104,42.19365345632459,0.0,6.879209170233359,2.532843396006026,3.057511213815052,Moderately Engaged
94,2.1101306800364203,10.13242111093362,0.0,0.9901374608390519,3.9433372766235593,6.530077939773257,At-Risk
95,5.066714204457276,50.520143464145534,4.500451431164982,6.480561462636328,3.557016163268884,2.2617371984840435,Moderately Engaged
96,0.0,33.94469388571163,0.7711712243612892,1.7924275790356268,8.728433317764424,32.70280649361704,At-Risk
97,3.2490763454857334,59.61166983993846,13.985728530692407,8.960951406363925,1.0573729888571775,1.2556115040304396,Highly Engaged
98,0.0,27.15949917780674,1.245716912432146,0.0,5.516156442294597,5.987139871749028,At-Risk
99,2.5888467902136374,20.72930113586363,1.182273251330763,1.1113126882785698,15.957713249887062,23.664942665714495,At-Risk
100,8.995136572227732,44.6172460175404,1.9337107478511009,7.028230130944257,0.5715725781347674,5.068689304020323,Highly Engaged
101,5.545359541046781,60.040949255859836,8.758539321522054,8.531850028208119,1.0168095937366437,5.693475262184577,Highly Engaged
102,1.008944555488026,23.47694656694826,1.1897795877435549,7.587327169164748,6.076819005612312,11.326039347742459,Moderately Engaged
103,0.966713132080967,26.170309012883504,6.2991614393642354,1.1612624231553945,4.529697981149287,7.364842114944536,Moderately Engaged
104,2.4099505454211982,64.8871708608614,1.6616518338496082,3.253924824612031,1.678663813281185,7.555795243335932,Moderately Engaged
105,5.699659313246466,38.45310859795766,3.264540602198595,3.121375071874108,4.027638788519288,14.419319239994838,Moderately Engaged
106,6.176531758258197,22.28561051851726,1.0899675783947094,3.5100960485262176,4.839204566431815,2.4140274062442355,Moderately Engaged
107,7.339990133986243,71.72073773632323,6.835433081866348,12.752962491293948,1.672644774017842,0.0,Highly Engaged
108,1.1570513761964971,18.158502636783084,0.0,5.2598779112980365,2.32711153327801,6.685515404919181,Moderately Engaged
109,6.4632757235150144,31.90261240032417,6.584031789456296,3.164802197687194,0.7908843321684829,1.5462213497483552,Highly Engaged
110,6.121016431523285,59.5464762741495,3.0782586187454273,3.4902465192121954,1.5428477188000147,5.966499987141143,Moderately Engaged
111,0.0,9.84948611205634,0.0,0.0,7.129235596226792,29.038887784537604,At-Risk
112,3.5603894852454285,37.65349251978029,0.0,6.435503085517701,5.779089621168159,6.899408233764757,Moderately Engaged
113,1.990733709328526,27.31073289162363,1.030164857007245,2.3151963188022835,16.601911286826557,27.095254554183313,At-Risk
114,1.2450147298451644,24.841445731415902,1.1507713859917026,0.0,4.542470902309617,36.137787228626394,At-Risk
115,4.628152076590007,34.73576146563863,3.8214618979840047,3.619068065990229,3.3013046193621522,4.798676545602921,Moderately Engaged
116,8.230159553226637,69.1254396782304,17.313773053300135,12.834779727787565,1.629888985268747,1.1514725634013951,Highly Engaged
117,0.0,19.025505849474133,0.9318633587270106,0.9970096907131285,5.267970610392776,15.633027147598415,At-Risk
118,3.30598788398254,63.00657740720154,2.3956293847181582,3.0390866234228113,1.1559584248901464,10.421787135954064,Moderately Engaged
119,2.660715935009996,17.24217729245971,3.4068453357094497,5.841231216923441,3.206057776692,3.073564865625354,Moderately Engaged
120,4.263134454846268,24.157625687511157,3.047418977765682,5.599273230335886,2.265850438368099,9.71323933618388,Moderately Engaged
121,1.033587120109699,33.72938980589014,0.0,2.041764622593471,15.225629194181074,31.85875440203782,At-Risk
122,4.6527882009309804,63.6718162323024,9.427601779385991,7.358696212556437,2.6973569696482658,2.7477983318297143,Highly Engaged
123,1.0359216192558844,41.48677565980137,0.932928030642413,3.648365738877625,5.166293000946101,5.883161370239916,Moderately Engaged
124,4.335244451567105,18.89468956588834,4.589678526959674,1.0245360003382982,6.308217674557376,3.536617584804115,Moderately Engaged
125,5.732287965096577,61.77719063504266,3.1754822637134557,7.083661216996395,3.6706035299379045,8.725166513861812,Moderately Engaged
126,3.650991451630814,16.9557298079214,0.0,5.247967554214314,1.2132580258457724,6.6312357583553005,Moderately Engaged
127,4.178537410927628,102.11505747380843,3.10024752627824,4.803321027984623,2.0324083489223232,2.9749039150540324,Highly Engaged
128,8.646507190935644,76.70900753239046,10.816476998774645,9.508552391583097,0.19706847877949193,2.775316242192601,Highly Engaged
129,1.1819646549968774,25.53143842614964,0.8876231139056305,2.0676028261067203,13.826557690965481,52.054683545893596,At-Risk
130,5.875875944852618,86.65380847320147,7.245691940345055,7.533390893258171,1.1262689791155556,4.602119282796382,Highly Engaged
131,4.049097615128539,48.2731610490451,5.426330754692116,4.3597564679688965,4.761992593763211,4.592165425082495,Moderately Engaged
132,1.9324560417949936,48.39293140046242,2.5394613103422095,6.271550261414609,5.368162080905595,6.878596779294672,Moderately Engaged
133,7.9273753732324295,85.90906821207456,9.837943450316125,6.927769611243378,2.1215848154177133,4.515102859105672,Highly Engaged
134,0.0,29.073254625523315,0.0,2.365628555509195,6.603458871099321,30.210731416307933,At-Risk
135,6.58132604321443,136.29454624838567,8.153836681350878,7.687591411133886,0.5699807892932489,2.8638886410803424,Highly Engaged
136,3.079420824169325,56.843264369443744,3.21177117034877,5.547585017382302,4.319078959636884,7.73028151772878,Moderately Engaged
137,5.313654959565902,15.755642219129033,4.706326395252646,6.984047214791511,3.3279686274692697,6.521459315256603,Moderately Engaged
138,8.499483640313114,101.04419234336068,2.3754242727450574,5.313982684083376,1.2535808474165862,2.9819601693045508,Highly Engaged
139,3.272977257841463,80.26019969439173,17.089457687736576,7.7488115874177605,0.6883228238291085,0.0,Highly Engaged
140,3.8813171884620963,50.92396554616004,3.988990587457536,3.590302755093409,3.429304230033015,7.6916546115758,Moderately Engaged
141,2.7280474177965095,21.749802593799895,0.0,3.552488516918685,1.1930224741765005,5.974108493635289,Moderately Engaged
142,5.0577801155862545,99.40580798487655,7.129678636007927,11.310886413690756,1.1081180175768028,1.1966738329477158,Highly Engaged
143,3.1265308030212537,24.11239243094766,0.0,7.948502110410976,4.83718279643382,11.333088656958866,Moderately Engaged
144,1.1247442461496702,19.916987997217216,0.8389556490996828,1.0546410108706659,6.510905799029194,20.44634883621439,At-Risk
145,6.491998311881849,62.718582652526074,4.18444401868546,6.734163491285367,2.3494244004286706,2.8379128824255235,Highly Engaged
146,0.8138021502358377,37.088252868210056,1.0558743564685,2.4797367005448128,11.522379223435221,23.358781026392066,At-Risk
147,0.0,26.177698628499474,0.0,0.0,9.577708659333613,7.894775127664425,At-Risk
148,6.90175704101259,43.29166812848984,13.189235543069284,7.259377975785369,2.6983521746924275,1.873156411674337,Highly Engaged
149,8.863804749045668,74.23551101391118,3.538484168990543,6.359727950464649,1.7746453475375357,3.106391104318102,Highly Engaged
150,0.9818577777088328,26.573246664651354,1.9681814272885885,3.5498987044380756,5.248451412700522,3.429409529252167,Moderately Engaged
151,0.7451726200294532,30.464484099835925,0.7711515528144858,0.0,9.479878980165594,31.733387279530866,At-Risk
152,6.156582464425907,23.41645079802963,6.884305682433739,2.8475131484552882,2.3466219609941685,4.78744517304558,Moderately Engaged
153,8.663927226741139,49.07460845823437,13.093228843855567,8.67093631850249,0.8549420279348152,2.9229378710533114,Highly Engaged
154,2.591793144185137,54.44941975059818,0.0,9.384408545087323,1.8656273913193,11.452397013890735,Moderately Engaged
155,1.6239955420634342,25.255119639603194,1.0767606503618508,5.230202537049667,5.267499161703515,10.286277332318011,Moderately Engaged
156,1.8601890494395272,17.498274417929558,0.0,0.0,8.993098210604417,31.493872802790673,At-Risk
157,5.074929157926808,106.27700111152514,10.532167723255299,5.847244523733315,1.365757502433332,4.48777426741939,Highly Engaged
158,5.998235164866362,41.134046786258175,8.910186501304755,10.367916756667645,1.394801771380823,2.993691207784085,Highly Engaged
159,3.0457399294602796,39.0262639399818,2.22105316912773,1.915601732864536,3.9187726544183943,8.165704583760355,Moderately Engaged
160,1.5312362429340372,46.95274701830085,0.874337802760936,1.0916214750632163,3.3594950864966098,10.521859174487329,Moderately Engaged
161,3.7439457298705876,96.4660989442189,8.06837629053839,11.195818820143788,1.0527609991077684,3.286889106888245,Highly Engaged
162,1.9752056644885434,13.134711930768685,1.06548397062365,2.2711804523258587,6.6103262259172775,12.491221081071597,Moderately Engaged
163,8.753089804508466,118.21068336147832,3.622909081662372,10.903715814159224,3.2850559507896526,3.1236064832967836,Highly Engaged
164,4.2694728326615925,29.929888685496906,2.0258218594981026,4.383269847668926,5.503857672553732,1.9766488408961593,Moderately Engaged
165,3.1344388087645587,34.60202235694317,2.3928418689052138,2.7443359515745493,2.355051437883661,5.363425193704501,Moderately Engaged
166,1.114808532125565,52.446246188526224,1.0727099225941712,3.492186007005476,1.4003543452717782,14.33595897346741,Moderately Engaged
167,8.54805330165617,39.45701468157542,6.70361938018162,8.681224101121503,1.3245454168938233,0.0,Highly Engaged
168,0.8413426527894918,33.79082135288233,0.0,1.76828906470571,10.653577969539887,9.439825027385925,At-Risk
169,0.0,9.646876567130168,0.0,0.0,9.479680604695128,31.890233300965367,At-Risk
170,4.551224142327336,59.815535734048495,0.0,3.2738874734432977,3.2864198108420823,7.119467639327683,Moderately Engaged
171,1.0056925654435669,24.48796053177107,0.0,2.3563038165384693,5.566437645524689,12.943676419757704,At-Risk
172,6.113741621591771,92.94043318982948,6.4625170646930234,7.188560871036578,0.9677632944370415,5.559920071760803,Highly Engaged
173,2.940314814127842,44.398671423569,5.105621319895812,3.4952689230425893,3.0188949800638354,2.4235128127794368,Moderately Engaged
174,8.700487779876337,87.18671895965267,10.769658697264124,4.805339991812062,2.517428884947363,3.9255834993289587,Highly Engaged
175,2.110186194020402,15.30873061823122,0.0,1.9111197669473354,5.3552022275407065,6.9369008048488645,At-Risk
176,7.449728610597171,85.11527677898428,9.99131131200802,8.123402728907468,1.6453036313943488,3.5892890726698186,Highly Engaged
177,4.393893609194548,51.7753962349562,0.0,1.2563741849467318,4.771876744161533,12.628171393690895,Moderately Engaged
178,5.823556207092802,52.125995162807044,10.424175250571084,7.573899322131145,2.497634204819102,3.3339573709823513,Highly Engaged
179,3.852362507122031,51.537267631451705,2.1272702779135697,2.0430017502818694,3.822152121242734,2.903025808956059,Moderately Engaged
180,4.4839385060086,34.01994511350359,1.8741887123754617,3.8500440472181565,3.6414342660428285,11.395873385811772,Moderately Engaged
181,0.9692597443280132,22.02266524129882,1.8545098887503086,7.8142177443012475,5.373969128110659,16.91556101980242,Moderately Engaged
182,3.5325090088430215,72.81377011402131,1.9042838193000144,8.805961214794767,1.8341069820956133,4.557293387480163,Highly Engaged
183,7.6081369202563005,99.96287922623883,6.757343434023771,3.300734397867988,2.5790860209045285,0.9077840702264622,Highly Engaged
184,6.126091422725919,77.5607618278566,5.809982785055075,5.963461496491257,2.044964629842025,0.0,Highly Engaged
185,2.399054925891864,27.578041432145532,0.0,2.7640499844345934,16.054342361252584,25.033646994726567,At-Risk
186,4.142205344509504,31.504802631860834,0.0,0.9031645857027287,1.5922249344617532,1.9412417539736486,Moderately Engaged
187,4.513276005209587,73.9721168284149,5.418395421140577,7.59777980334856,0.5950138723036338,5.098593800585915,Highly Engaged
188,1.7213060137032126,39.2419210270391,0.0,1.7920439518290743,2.816797892393046,8.533427155159456,Moderately Engaged
189,3.3365771989084387,14.516427681850345,0.0,2.129171801628215,3.332962002065693,14.183969536534155,Moderately Engaged
190,1.1833184953559581,26.43357142512919,6.418540887162754,4.653427986011451,4.880241931778126,11.161165161674461,Moderately Engaged
191,8.799487804311795,94.38896574485362,2.6228116586957166,7.467658034579536,1.0658110979374722,5.171736818795808,Highly Engaged
192,3.482770071157304,31.44174945826122,3.989017909587106,5.29793345693109,4.063458241426605,4.300506684966674,Moderately Engaged
193,1.7636648744275283,31.74055010918164,4.163985979055015,3.3358168683599665,4.334902403813604,6.5366225366840025,Moderately Engaged
194,0.0,31.052864351438288,0.0,1.293752118133089,8.131278641187514,9.614212052311313,At-Risk
195,4.998664152368926,72.82287185918004,2.694661799085866,4.045403376428341,3.3433021638983065,14.274738166499578,Moderately Engaged
196,2.976394187946238,30.906587120924346,1.3592977358063913,2.941324560097998,4.55457492229598,14.862550527956605,Moderately Engaged
197,2.3842203375681184,7.400931013883033,0.8465158350785054,1.7616721839593958,14.939484067013447,19.562959668012528,At-Risk
198,2.5871190921624923,54.93590679090724,1.7681366996529173,6.366347058412082,3.88776446730568,4.608462958767827,Moderately Engaged
199,3.925762998239696,67.20357706202728,2.054174961982509,6.1307148451034985,1.9489468624899877,4.338594011579212,Highly Engaged
200,6.291062811276899,103.70215313562326,4.658052056079964,14.102717991564381,0.497497301603993,1.091291116353511,Highly Engaged
201,5.494434251324304,107.21973894053447,2.9273860321457112,8.935641560570163,0.8335798624349897,5.770778304954267,Highly Engaged
202,6.053597671482254,69.25632928892443,1.556801587728158,8.309313059432133,2.3232259639374466,4.018384700660666,Highly Engaged
203,10.755995362948822,85.54000747762379,5.318976803170896,6.664054757900631,2.3868474451847925,5.3791026193749705,Highly Engaged
204,4.23544958030726,29.556974596604007,2.1749964759721054,1.991574840322106,4.378472657067402,2.280764466881515,Moderately Engaged
205,3.62428598066706,72.16609299881874,1.7424650178875942,7.0130289939363095,2.6023585060508583,0.842055238239954,Highly Engaged
206,5.026461340589477,73.94751631164806,11.539046432457194,10.512593372110652,2.017640331353471,0.8007855606349378,Highly Engaged
207,9.158476981509406,79.4231137541525,7.575227526925142,9.27018145223639,1.582764553909451,2.563498214620931,Highly Engaged
208,1.5675553815170669,17.434478072747496,0.0,0.0,4.082991495529775,7.2047595609514055,At-Risk
209,4.235479084675953,86.4606905162686,12.441787115118956,9.373054744242033,0.6527209054981132,4.745064120673088,Highly Engaged
210,8.05218947741993,94.82699821591498,9.472398347806495,5.076017533659914,0.2619558872905434,4.149638303684838,Highly Engaged
211,2.1977094046617207,36.42959134433011,4.322837032109085,3.974991518566064,2.867664960800135,2.4695515797586634,Moderately Engaged
212,2.069494404645195,65.22187583146149,1.5425883650036583,3.9848301078992048,2.3634810716700887,6.1617651136213905,Moderately Engaged
213,4.09885650474191,23.175562571403262,2.111363860417049,5.86492893390893,2.812495685286568,9.730563999647144,Moderately Engaged
214,1.2507224336773137,26.56438551597142,1.0031329732443943,2.069210271715605,9.15044305632958,32.83364933720662,At-Risk
215,4.147143964597833,95.35889369972139,6.81310413248199,10.090913253512399,1.8622806464066106,2.4340899634884225,Highly Engaged
216,10.332901597395287,79.08858771628972,3.2023240635323234,7.208409585305459,1.6761948558759918,0.9766267788506345,Highly Engaged
217,5.0028523070923905,41.58286532981693,6.589188746617207,9.249281247471211,1.029791700455314,6.150075275972244,Highly Engaged
218,5.7152537586243355,57.61054617573738,0.0,4.358949624777971,5.8448838885591,12.597318953865328,Moderately Engaged
219,1.7850080389843266,32.753861990765316,0.8766352634117706,1.1975438255030055,6.171243205551215,8.022977332898902,Moderately Engaged
220,2.541304432936023,42.74003497459983,0.0,3.867656519511496,3.8217819501651826,12.343382697925632,Moderately Engaged
221,0.0,10.23750653798175,0.0,0.8373712913466513,8.781075621558465,34.53757883511099,At-Risk
222,9.146290010640088,81.95135615477966,1.7806778494846816,9.326614098789321,2.821664497307481,5.440798739359957,Highly Engaged
223,5.304858107928814,31.28536462945386,0.8183242106078829,2.2192292357199572,5.780415068829843,6.591771972136599,Moderately Engaged
224,4.264852899694556,65.2693051691532,17.535447647434744,10.130249714065059,2.318955837481782,2.031306781256964,Highly Engaged
225,4.858159706917225,43.25340563796942,7.5669302966904715,3.354998613464698,0.7421289580361556,4.227489068102669,Highly Engaged
226,3.1565471616082266,61.08200027602178,2.3796888606756896,10.391486704481572,0.48646030952381886,1.111687604079952,Highly Engaged
227,1.0164205906070933,32.42062155366859,0.9243730253488492,0.9877715990347531,13.652294158340913,11.286661910492743,At-Risk
228,4.563416304657179,108.50351137450909,16.089461504463944,8.780589727024635,2.6836062102776754,4.4923332514038234,Highly Engaged
229,0.8406554267250439,23.787467271999862,0.9303393606535919,1.0693091339877845,8.52200838011128,22.18327728652583,At-Risk
230,7.347632073840712,61.00493087286625,12.239863020950299,2.9504679741938737,2.18692684788126,0.0,Highly Engaged
231,8.039993510798963,72.808744739842,4.9635448288453885,5.336459827488621,2.0774884348156157,0.0,Highly Engaged
232,5.499443189040846,122.27236903309937,2.758818384565819,8.648029077940306,0.7523516822810629,0.0,Highly Engaged
233,3.5743727754652834,19.221390179762352,0.0,3.7677401785153593,2.8953525607052546,5.341096377231786,Moderately Engaged
234,5.144905567035646,64.68912040526612,1.4664947098203858,5.4105486352775785,1.6371695266129143,5.172444850920073,Moderately Engaged
235,2.1129722045417374,57.19541248852325,5.833683992848976,9.031441298355059,5.588294867665622,5.4242119253002805,Moderately Engaged
236,6.608679053997821,38.19647808264906,10.396966007681934,12.564400374516064,2.221964942404464,1.487792612722116,Highly Engaged
237,2.9298458199284996,16.519624299475378,0.0,8.203955112390023,1.7401918527677238,15.388987846575029,Moderately Engaged
238,8.509367713097491,88.70552418957442,9.044275943805642,3.544902799179958,0.6121069416527561,0.0,Highly Engaged
239,1.5959712773708707,27.46047452099294,2.117178171859771,4.104256505674607,2.6759531283849647,5.6497474875994325,Moderately Engaged
